"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","Y"
16220,"40","94","0","65","51","39","51","0","11","15","5","63","35","93","100","100","1"
16227,"66","96","100","100","89","95","51","89","65","52","72","15","37","0","0","1","1"
16241,"24","91","82","100","88","95","33","82","51","51","100","32","53","4","0","0","1"
16242,"22","87","25","55","77","43","53","0","11","18","0","69","38","91","100","100","1"
16272,"60","97","4","83","62","44","93","1","12","0","0","46","11","94","100","100","1"
16287,"54","94","100","100","60","99","25","75","41","58","73","39","44","10","0","0","1"
16298,"61","97","0","88","57","60","75","16","4","0","2","49","24","98","100","100","1"
16335,"70","98","100","100","49","96","25","62","63","53","78","24","39","0","0","5","1"
16336,"34","89","0","64","47","49","61","8","25","0","33","53","45","100","100","92","1"
16353,"47","96","13","66","44","34","7","0","0","34","8","83","45","100","100","97","1"
16365,"57","86","100","100","100","94","56","78","59","45","88","22","47","2","0","0","1"
16379,"97","94","58","100","30","76","67","58","100","35","84","4","37","0","0","15","1"
16380,"100","92","79","100","47","89","46","61","68","37","66","9","34","0","0","1","1"
16385,"100","100","54","99","15","80","20","47","64","56","80","24","46","0","0","2","1"
16393,"2","81","13","51","61","43","41","0","12","25","0","72","45","91","100","100","1"
16406,"26","86","0","53","63","40","72","0","29","3","31","49","27","92","100","100","1"
16410,"20","98","9","55","71","53","70","0","0","5","10","60","24","93","100","100","1"
16413,"43","90","100","100","75","96","2","85","45","70","91","47","64","15","0","0","1"
16419,"15","91","2","47","67","53","53","4","5","0","0","56","31","91","100","100","1"
16431,"24","97","28","66","80","41","71","0","0","9","7","51","26","92","100","100","1"
16436,"37","100","0","63","38","40","38","0","13","12","30","61","44","98","100","92","1"
16438,"46","99","0","59","77","45","84","1","24","0","10","48","16","93","100","100","1"
16442,"69","98","19","75","51","46","25","0","0","9","11","62","38","100","100","98","1"
16449,"8","90","4","58","66","36","44","0","2","19","0","63","25","99","100","100","1"
16453,"92","93","73","92","12","100","0","70","49","50","100","27","65","0","5","7","1"
16472,"29","81","20","63","50","27","15","0","0","33","8","75","46","100","100","91","1"
16492,"52","100","48","66","91","45","48","10","0","0","20","49","39","98","100","100","1"
16493,"18","81","27","54","59","19","18","0","0","35","6","83","51","100","100","100","1"
16505,"13","77","21","58","46","25","11","0","0","42","2","88","49","98","100","100","1"
16527,"56","92","100","100","87","99","44","87","28","54","68","36","45","6","0","0","1"
16575,"5","85","12","53","30","12","3","0","0","45","8","85","53","95","100","100","1"
16583,"33","85","25","50","37","14","0","0","6","39","12","75","56","87","100","100","1"
16600,"19","97","0","69","72","60","85","20","19","0","11","47","26","96","100","100","1"
16609,"77","95","20","81","43","59","76","19","15","0","0","36","38","85","100","100","1"
16629,"19","82","16","48","45","18","11","0","0","44","18","84","58","100","100","95","1"
16640,"34","95","0","62","42","32","47","0","7","8","13","70","51","100","100","96","1"
16646,"25","98","0","64","83","72","79","22","12","0","9","51","8","95","100","100","1"
16664,"22","96","34","66","91","40","56","0","0","4","6","58","31","94","100","100","1"
16671,"61","92","100","100","100","94","62","83","30","60","49","27","36","0","0","6","1"
16678,"100","98","57","100","23","83","12","47","43","45","77","24","45","1","0","0","1"
16694,"7","91","6","50","71","40","74","0","12","13","0","56","16","94","100","100","1"
16718,"24","85","14","63","69","38","60","0","24","16","0","55","32","91","100","100","1"
16790,"39","88","0","66","68","60","68","15","8","0","19","47","31","95","100","100","1"
16793,"53","92","100","100","66","94","40","66","49","39","87","18","48","0","0","4","1"
16795,"56","97","24","69","100","58","96","17","25","0","5","42","0","85","75","100","1"
16800,"13","96","0","71","78","61","82","12","7","0","4","49","15","97","100","100","1"
16819,"67","96","100","100","43","86","17","51","67","69","91","37","52","7","0","0","1"
16864,"11","88","0","64","67","52","64","0","0","2","0","57","25","99","100","100","1"
16873,"21","88","24","41","78","40","53","0","14","20","0","70","44","96","100","100","1"
16887,"56","94","97","100","49","85","35","54","83","42","100","21","53","2","0","0","1"
16891,"26","81","9","61","52","33","25","0","0","22","13","73","50","100","100","92","1"
16910,"17","94","5","57","52","30","16","0","0","28","5","72","39","98","100","100","1"
16911,"36","88","23","59","100","55","92","16","20","0","0","35","8","76","73","100","1"
16913,"38","100","34","73","100","61","88","17","25","0","0","35","4","82","70","97","1"
16934,"8","93","96","100","52","95","12","73","35","61","100","39","83","0","0","5","1"
16935,"100","93","59","100","45","82","45","54","84","45","74","27","37","13","0","0","1"
16948,"18","82","6","46","56","39","36","0","0","5","11","63","49","95","100","100","1"
16980,"33","90","21","49","63","32","27","0","0","14","9","64","52","89","100","100","1"
16992,"12","96","12","52","62","32","20","0","0","32","4","78","36","99","100","100","1"
17002,"100","95","75","100","52","80","54","47","83","33","63","9","32","0","0","0","1"
17014,"100","99","53","100","21","90","0","62","42","62","70","39","55","10","14","0","1"
17026,"36","86","91","100","61","91","21","65","58","48","100","27","59","4","0","0","1"
17033,"0","97","60","100","42","99","5","69","44","59","100","43","69","0","0","13","1"
17040,"28","81","44","54","92","34","54","1","0","0","18","45","45","86","100","100","1"
17041,"83","90","100","100","42","82","9","55","73","62","77","27","32","0","0","13","1"
17042,"58","81","90","100","100","96","58","86","38","67","67","36","39","0","0","10","1"
17051,"34","81","30","59","100","51","90","14","22","0","0","43","20","92","90","100","1"
17070,"63","89","100","100","85","96","39","88","43","64","70","32","40","0","0","9","1"
17083,"40","87","23","57","44","22","9","0","0","40","5","78","46","100","100","99","1"
17092,"100","98","66","100","38","98","32","73","59","60","48","37","24","19","0","0","1"
17108,"41","91","53","62","95","30","52","0","14","16","0","53","17","87","100","100","1"
17120,"31","95","24","52","49","23","14","0","0","40","19","78","56","99","100","100","1"
17138,"37","95","7","60","65","60","65","11","0","0","16","50","30","95","100","100","1"
17150,"62","97","85","100","42","77","49","67","100","57","94","23","50","0","0","9","1"
17187,"100","94","80","100","47","94","37","66","60","56","66","36","34","16","0","0","1"
17210,"28","100","24","57","49","24","31","0","0","25","24","60","59","83","100","90","1"
17224,"100","99","60","100","25","85","29","69","65","55","64","25","39","1","0","0","1"
17226,"100","93","72","100","30","96","0","71","22","64","59","52","50","18","17","0","1"
17236,"45","80","0","64","66","49","70","9","2","0","4","45","29","91","100","100","1"
17245,"28","82","19","54","81","45","55","9","0","0","11","49","37","91","100","100","1"
17263,"49","84","100","100","83","93","30","78","57","68","87","35","53","0","0","8","1"
17298,"16","88","0","57","38","31","22","0","13","32","11","68","42","95","100","100","1"
17301,"15","83","6","48","65","46","45","0","8","20","0","74","43","94","100","100","1"
17314,"32","89","94","100","61","94","15","63","51","60","100","35","63","1","0","0","1"
17327,"48","95","100","100","100","92","47","85","34","70","73","35","48","0","0","19","1"
17336,"100","97","80","100","46","99","36","73","62","63","53","42","26","21","0","0","1"
17344,"42","90","24","55","80","48","51","10","0","0","9","48","43","85","100","100","1"
17398,"100","97","56","100","22","83","18","50","53","47","68","22","37","0","0","6","1"
17404,"34","100","9","68","61","65","67","24","0","0","3","45","20","92","100","99","1"
17407,"39","94","100","100","99","98","36","92","50","69","93","39","61","7","0","0","1"
17410,"0","66","1","64","26","53","63","26","12","0","12","52","33","91","100","100","1"
17411,"93","93","44","100","26","73","53","51","100","46","86","12","38","0","0","13","1"
17416,"56","100","100","98","27","97","24","66","78","48","95","11","32","0","0","26","1"
17421,"100","98","75","96","22","100","0","83","38","66","80","42","56","6","5","0","1"
17426,"100","93","78","95","29","100","0","82","33","70","73","45","61","0","18","1","1"
17427,"16","81","32","63","56","30","17","0","0","36","5","79","36","99","100","100","1"
17434,"36","100","23","78","57","38","31","0","0","16","11","71","51","94","100","82","1"
17474,"30","97","81","98","43","100","14","65","58","57","100","27","48","0","0","17","1"
17489,"40","100","7","58","51","41","13","0","0","25","5","75","35","98","100","98","1"
17497,"14","100","75","97","74","99","21","80","42","52","100","24","51","0","0","23","1"
17524,"16","90","0","46","67","42","88","2","29","0","7","49","18","93","100","100","1"
17527,"100","100","44","99","6","73","15","48","65","60","85","26","49","0","0","12","1"
17533,"100","94","72","100","49","93","44","64","68","53","55","29","29","13","0","0","1"
17540,"32","100","18","63","52","30","23","0","0","37","8","79","52","94","100","99","1"
17541,"100","99","66","100","36","80","38","50","79","41","69","16","32","0","0","7","1"
17561,"21","93","28","62","53","24","13","0","5","41","0","84","47","96","100","100","1"
17573,"16","89","13","41","65","35","26","0","0","29","2","83","53","100","100","96","1"
2,"100","100","88","99","49","74","17","47","0","16","37","0","73","16","20","20","0"
5,"48","96","62","65","88","27","21","0","21","33","79","67","100","100","0","85","0"
11,"54","100","34","75","6","43","0","11","70","0","100","28","44","46","36","21","0"
12,"61","59","58","100","0","84","44","42","80","0","8","5","33","44","100","70","0"
19,"0","82","75","56","100","12","22","0","22","41","92","73","84","100","2","80","0"
22,"72","100","38","88","2","57","0","19","51","0","100","20","55","34","12","7","0"
29,"42","83","60","53","89","11","13","0","0","33","77","57","100","92","18","100","0"
32,"73","98","35","100","0","59","0","13","71","8","100","45","29","41","9","0","0"
47,"58","100","0","89","44","53","100","21","63","0","62","36","87","80","25","91","0"
51,"84","93","20","100","22","50","44","0","0","22","54","59","100","95","27","97","0"
58,"100","100","14","90","74","55","79","97","37","62","0","39","36","0","39","44","0"
59,"56","83","28","61","90","23","24","0","22","40","100","72","72","100","0","72","0"
61,"100","100","50","98","16","67","0","30","26","0","80","8","81","34","29","24","0"
66,"24","66","100","89","30","66","88","32","34","0","0","34","61","72","77","100","0"
72,"100","100","51","85","18","58","0","28","17","0","78","1","68","20","8","12","0"
78,"73","98","0","95","16","60","84","29","70","0","45","35","100","69","88","100","0"
82,"84","100","37","82","7","55","0","25","35","0","100","7","85","30","23","19","0"
93,"53","79","44","55","22","10","0","0","32","36","66","69","100","100","61","83","0"
106,"100","100","65","85","33","64","10","39","0","11","35","0","54","22","10","24","0"
113,"82","100","35","78","97","39","94","0","0","1","39","42","100","81","40","94","0"
133,"100","100","57","90","32","60","15","30","26","0","89","7","70","34","0","43","0"
141,"100","100","59","82","31","56","17","27","35","0","83","0","49","16","0","8","0"
144,"100","75","47","100","0","79","49","41","66","0","3","25","27","66","98","91","0"
148,"0","23","63","46","100","87","50","100","34","57","86","23","57","0","9","22","0"
154,"51","69","74","37","100","0","52","4","41","41","73","75","60","100","0","83","0"
169,"16","100","11","71","5","39","29","11","85","11","100","28","46","18","0","0","0"
177,"69","97","0","90","24","45","81","3","0","0","46","45","100","89","20","100","0"
194,"57","100","35","87","9","58","0","28","29","2","100","0","71","16","5","5","0"
196,"34","100","32","100","8","64","0","27","41","0","100","10","76","42","19","60","0"
199,"100","100","47","79","14","53","0","26","24","0","93","2","95","25","14","25","0"
202,"60","90","26","82","49","39","35","0","0","23","56","54","100","90","37","100","0"
208,"100","100","67","76","39","51","15","23","29","0","73","10","46","26","0","22","0"
211,"100","100","56","100","19","75","0","43","12","10","62","0","68","14","15","12","0"
225,"81","69","63","100","0","82","41","41","81","0","19","3","41","44","100","74","0"
232,"0","31","52","59","46","100","11","81","65","52","100","17","38","0","9","26","0"
235,"100","94","53","80","68","39","68","0","0","0","17","36","62","69","88","100","0"
241,"45","100","34","79","11","51","0","23","40","0","100","16","51","36","28","23","0"
243,"100","100","54","81","19","59","0","34","11","9","71","0","84","17","17","17","0"
247,"4","100","23","65","89","36","100","0","20","8","32","49","79","85","0","89","0"
251,"100","100","64","78","36","50","22","17","55","0","90","17","45","24","0","17","0"
259,"100","100","37","89","43","57","69","26","33","0","0","19","35","48","83","73","0"
261,"100","98","49","100","13","69","6","30","40","0","93","13","61","41","0","41","0"
262,"86","100","41","79","10","50","0","18","45","0","100","11","78","36","22","29","0"
