"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y"
2746,"10","251","2510","25.1","0.281","0.708","1.77","705","1776","398","0"
2747,"8","35","280","4.375","0.396","0.986","1.88","111","276","59","0"
2748,"8","17","136","2.125","0.419","0.956","2.11","57","130","27","0"
2749,"7","14","98","2","0.286","1","1.87","28","98","15","0"
2750,"10","52","520","5.2","0.294","0.675","2.13","153","351","72","0"
2751,"10","31","310","3.1","0.284","0.835","1.69","88","259","52","0"
2752,"8","13","104","1.625","0.423","0.923","1.76","44","96","25","0"
2753,"9","9","81","1","0.296","0.901","1.6","24","73","15","0"
2754,"9","64","576","7.111","0.177","0.479","2.32","102","276","44","0"
2755,"7","18","126","2.571","0.397","0.984","1.79","50","124","28","0"
2756,"7","4","28","0.571","0.536","1","5","15","28","3","0"
2758,"8","32","256","4","0.375","0.98","2.09","96","251","46","0"
2759,"8","26","208","3.25","0.37","0.822","1.75","77","171","44","0"
2760,"10","34","340","3.4","0.303","0.8","1.81","103","272","57","0"
2761,"5","16","80","3.2","0.563","0.925","2.65","45","74","17","0"
2763,"9","56","504","6.222","0.327","0.688","1.94","165","347","85","0"
2764,"6","7","42","1.167","0.452","0.833","2.11","19","35","9","0"
2765,"10","40","400","4","0.295","0.683","2.07","118","273","57","0"
2766,"10","212","2120","21.2","0.24","0.61","1.85","508","1293","274","0"
2767,"7","45","315","6.429","0.381","0.771","2.22","120","243","54","0"
2768,"8","7","56","0.875","0.357","0.964","1.82","20","54","11","0"
2769,"8","31","248","3.875","0.347","0.734","1.79","86","182","48","0"
2771,"7","9","63","1.286","0.429","0.667","3","27","42","9","0"
2773,"7","6","42","0.857","0.548","0.952","2.56","23","40","9","0"
2776,"8","48","384","6","0.354","0.865","1.89","136","332","72","0"
2777,"7","35","245","5","0.404","0.939","1.9","99","230","52","0"
2778,"7","25","175","3.571","0.349","0.737","2.26","61","129","27","0"
2781,"8","40","320","5","0.347","0.913","1.63","111","292","68","0"
2782,"10","48","480","4.8","0.3","0.556","2.15","144","267","67","0"
2783,"8","12","96","1.5","0.427","0.75","2.05","41","72","20","0"
2785,"22","67","1474","3.045","0.221","0.919","2.91","326","1354","112","0"
2787,"28","32","896","1.143","0.459","0.73","5.96","411","654","69","0"
2788,"7","11","77","1.571","0.234","0.545","2.57","18","42","7","0"
2790,"3","9","27","3","0.296","0.667","2","8","18","4","0"
2791,"1","13","13","13","0.769","1","5","10","13","2","0"
2792,"1","88","88","88","0.193","1","1","17","88","17","0"
2793,"9","132","1188","14.667","0.168","0.693","1.34","199","823","149","0"
2794,"2","535","1070","267.5","0.564","0.614","40.2","603","657","15","0"
2795,"9","510","4590","56.667","0.149","0.541","1.22","686","2484","561","0"
2799,"2","536","1072","268","0.498","0.533","41.08","534","571","13","0"
2800,"9","343","3087","38.111","0.162","0.677","1.24","499","2091","401","0"
2802,"9","453","4077","50.333","0.08","0.363","1.21","326","1478","269","0"
2804,"4","4","16","1","0.5","0.5","8","8","8","1","0"
2805,"5","31","155","6.2","0.355","0.974","1.49","55","151","37","0"
2806,"8","84","672","10.5","0.229","0.689","1.4","154","463","110","0"
2807,"7","519","3633","74.143","0.073","0.394","1.23","265","1431","215","0"
2808,"8","148","1184","18.5","0.208","0.725","1.24","246","858","198","0"
2809,"9","306","2754","34","0.192","0.751","1.4","530","2069","378","0"
2811,"25","491","12275","19.64","0.454","0.937","7.21","5572","11502","773","0"
2812,"9","108","972","12","0.222","0.778","1.73","216","756","125","0"
2813,"8","214","1712","26.75","0.421","0.807","2.9","720","1382","248","0"
2814,"9","180","1620","20","0.343","0.738","2.47","555","1196","225","0"
2815,"9","248","2232","27.556","0.33","0.727","2.39","737","1622","308","0"
2818,"9","69","621","7.667","0.209","0.808","1.38","130","502","94","0"
2820,"9","108","972","12","0.329","0.691","2.27","320","672","141","0"
2821,"10","249","2490","24.9","0.294","0.636","2.32","731","1584","315","0"
2822,"9","170","1530","18.889","0.371","0.766","2.6","567","1172","218","0"
2823,"6","29","174","4.833","0.42","0.937","1.92","73","163","38","0"
2824,"9","535","4815","59.444","0.118","0.482","1.31","566","2323","432","0"
2825,"2","537","1074","268.5","0.51","0.534","49.82","548","574","11","0"
2826,"13","228","2964","17.538","0.264","0.942","3.29","783","2791","238","0"
2827,"8","62","496","7.75","0.361","0.877","3.03","179","435","59","0"
2828,"8","96","768","12","0.276","0.883","1.77","212","678","120","0"
2829,"8","62","496","7.75","0.308","0.948","1.91","153","470","80","0"
2830,"2","415","830","207.5","0.505","0.578","16.76","419","480","25","0"
2832,"9","510","4590","56.667","0.148","0.537","1.33","681","2465","513","0"
2833,"9","299","2691","33.222","0.133","0.574","1.31","358","1545","274","0"
2834,"9","505","4545","56.111","0.189","0.626","1.32","861","2847","654","0"
2835,"10","336","3360","33.6","0.163","0.623","1.32","549","2094","415","0"
2836,"7","155","1085","22.143","0.178","0.614","1.46","193","666","132","0"
2837,"13","228","2964","17.538","0.24","0.933","3.02","710","2765","235","0"
2838,"13","37","481","2.846","0.306","0.933","3.59","147","449","41","0"
2839,"7","96","672","13.714","0.274","0.982","1.6","184","660","115","0"
2840,"8","83","664","10.375","0.393","0.7","2.42","261","465","108","0"
2842,"9","103","927","11.444","0.357","0.864","2.47","331","801","134","0"
2843,"9","492","4428","54.667","0.132","0.541","1.22","583","2397","476","0"
2844,"9","174","1566","19.333","0.15","0.738","1.22","235","1156","193","0"
2845,"7","59","413","8.429","0.15","0.576","1.38","62","238","45","0"
2846,"1","123","123","123","0.163","1","1.05","20","123","19","0"
2847,"1","62","62","62","0.984","1","61","61","62","1","0"
2848,"7","141","987","20.143","0.163","0.787","1.16","161","777","139","0"
2849,"1","26","26","26","1","1","26","26","26","1","0"
2851,"1","36","36","36","0.306","1","1.83","11","36","6","0"
2852,"1","187","187","187","0.963","1","25.71","180","187","7","0"
2854,"14","57","798","4.071","0.714","0.94","11.88","570","750","48","0"
2855,"25","187","4675","7.48","0.486","0.939","7.42","2272","4390","306","0"
2857,"9","168","1512","18.667","0.315","0.697","2.15","476","1054","221","0"
2858,"2","538","1076","269","0.519","0.684","34.88","558","736","16","0"
2859,"8","511","4088","63.875","0.084","0.338","1.31","343","1380","261","0"
2860,"10","137","1370","13.7","0.191","0.693","1.4","261","949","187","0"
2861,"10","510","5100","51","0.162","0.537","1.47","827","2741","564","0"
2862,"9","175","1575","19.444","0.177","0.624","1.26","279","983","222","0"
2863,"10","511","5110","51.1","0.158","0.625","1.35","805","3194","596","0"
2864,"8","14","112","1.75","0.295","0.857","1.83","33","96","18","0"
2866,"8","114","912","14.25","0.116","0.408","1.45","106","372","73","0"
2867,"24","281","6744","11.708","0.468","0.903","7.95","3155","6088","397","0"
2869,"9","106","954","11.778","0.373","0.649","2.8","356","619","127","0"
2871,"9","185","1665","20.556","0.417","0.786","3.13","694","1309","222","0"
2872,"7","173","1211","24.714","0.207","0.86","1.34","251","1042","187","0"
2873,"2","21","42","10.5","0.167","0.643","1.4","7","27","5","0"
2875,"9","510","4590","56.667","0.161","0.595","1.31","740","2732","566","0"
2878,"1","45","45","45","0.2","1","1.13","9","45","8","0"
2879,"8","102","816","12.75","0.212","0.884","1.25","173","721","138","0"
2880,"9","535","4815","59.444","0.156","0.688","1.35","752","3312","555","0"
2881,"9","363","3267","40.333","0.128","0.532","1.28","417","1738","326","0"
2882,"25","178","4450","7.12","0.475","0.873","7.95","2115","3885","266","0"
2883,"9","107","963","11.889","0.371","0.65","2.59","357","626","138","0"
2884,"9","103","927","11.444","0.399","0.831","2.98","370","770","124","0"
2885,"8","62","496","7.75","0.214","0.645","1.43","106","320","74","0"
2888,"7","14","98","2","0.347","0.949","1.79","34","93","19","0"
2889,"9","259","2331","28.778","0.189","0.697","1.31","441","1624","336","0"
2891,"10","511","5110","51.1","0.141","0.529","1.3","721","2701","555","0"
2893,"6","81","486","13.5","0.282","0.852","1.26","137","414","109","0"
2894,"7","14","98","2","0.245","0.867","1.85","24","85","13","0"
2895,"9","61","549","6.778","0.213","0.683","1.6","117","375","73","0"
2896,"9","268","2412","29.778","0.198","0.637","1.36","478","1536","351","0"
2897,"6","13","78","2.167","0.179","0.923","2","14","72","7","0"
2899,"9","331","2979","36.778","0.195","0.78","1.29","582","2323","452","0"
2900,"7","171","1197","24.429","0.16","0.605","1.25","192","724","154","0"
2901,"8","535","4280","66.875","0.171","0.697","1.27","731","2984","575","0"
2902,"9","332","2988","36.889","0.159","0.712","1.21","476","2128","393","0"
2903,"1","104","104","104","0.192","1","1.05","20","104","19","0"
2905,"7","40","280","5.714","0.232","0.707","1.38","65","198","47","0"
2906,"7","375","2625","53.571","0.092","0.428","1.21","241","1124","200","0"
2909,"9","38","342","4.222","0.313","0.62","2.18","107","212","49","0"
2911,"11","118","1298","10.727","0.408","0.616","6.63","530","800","80","0"
2912,"9","36","324","4","0.654","0.92","6.42","212","298","33","0"
2914,"12","71","852","5.917","0.481","0.757","5.86","410","645","70","0"
2915,"3","4","12","1.333","0.75","0.75","9","9","9","1","0"
2916,"13","53","689","4.077","0.509","0.624","5.75","351","430","61","0"
2917,"12","45","540","3.75","0.467","0.694","6.63","252","375","38","0"
2919,"11","179","1969","16.273","0.33","0.733","2.88","650","1444","226","0"
2920,"12","320","3840","26.667","0.231","0.514","2.06","888","1975","431","0"
2921,"1","78","78","78","0.949","1","24.67","74","78","3","0"
2923,"10","155","1550","15.5","0.326","0.642","2.8","506","995","181","0"
2924,"12","71","852","5.917","0.631","0.904","6.64","538","770","81","0"
2926,"24","99","2376","4.125","0.912","0.96","20.07","2168","2282","108","0"
2927,"10","20","200","2","0.61","0.845","8.13","122","169","15","0"
2928,"24","133","3192","5.542","0.907","0.966","18.67","2894","3085","155","0"
2929,"10","20","200","2","0.54","0.78","9","108","156","12","0"
2931,"1","117","117","117","0.974","1","38","114","117","3","0"
2932,"11","183","2013","16.636","0.481","0.747","4.66","969","1503","208","0"
2933,"10","10","100","1","0.46","0.46","46","46","46","1","0"
2934,"7","156","1092","22.286","0.473","0.991","2.37","517","1082","218","0"
2935,"14","397","5558","28.357","0.342","0.536","4.53","1902","2979","420","0"
2936,"7","64","448","9.143","0.498","0.911","2.93","223","408","76","0"
2937,"9","18","162","2","0.63","0.944","7.29","102","153","14","0"
2938,"1","34","34","34","0.353","1","1.71","12","34","7","0"
2939,"10","19","190","1.9","0.568","0.774","9.82","108","147","11","0"
2940,"11","292","3212","26.545","0.341","0.761","2.95","1096","2445","371","0"
2941,"14","253","3542","18.071","0.372","0.826","4.36","1317","2924","302","0"
2944,"28","171","4788","6.107","0.258","0.912","1.99","1235","4369","621","0"
2945,"9","83","747","9.222","0.391","0.795","3.21","292","594","91","0"
2947,"13","400","5200","30.769","0.364","0.609","4.52","1891","3168","418","0"
2948,"9","8","72","0.889","0.722","0.792","13","52","57","4","0"
2949,"13","130","1690","10","0.392","0.697","4.77","663","1178","139","0"
2952,"8","162","1296","20.25","0.435","0.936","3","564","1213","188","0"
2953,"17","245","4165","14.412","0.913","0.997","12.97","3801","4152","293","0"
2954,"9","17","153","1.889","0.627","0.922","6.4","96","141","15","0"
2955,"9","17","153","1.889","0.601","0.889","8.36","92","136","11","0"
2957,"9","82","738","9.111","0.352","0.798","2.63","260","589","99","0"
2959,"12","71","852","5.917","0.628","0.872","6.77","535","743","79","0"
2960,"9","161","1449","17.889","0.432","0.93","2.87","626","1347","218","0"
2961,"14","390","5460","27.857","0.358","0.59","4.44","1956","3224","441","0"
2962,"10","327","3270","32.7","0.379","0.767","2.75","1239","2508","450","0"
2963,"23","371","8533","16.13","0.941","1","16.83","8027","8533","477","0"
2964,"11","184","2024","16.727","0.484","0.884","4.6","979","1789","213","0"
2965,"10","19","190","1.9","0.621","0.858","8.43","118","163","14","0"
2966,"10","19","190","1.9","0.611","0.9","8.29","116","171","14","0"
2967,"11","152","1672","13.818","0.365","0.764","2.88","610","1278","212","0"
2968,"12","383","4596","31.917","0.307","0.603","2.91","1409","2771","485","0"
2970,"10","155","1550","15.5","0.35","0.678","2.78","542","1051","195","0"
2971,"11","118","1298","10.727","0.459","0.742","4.81","596","963","124","0"
2972,"10","20","200","2","0.485","0.68","8.82","97","136","11","0"
2976,"8","193","1544","24.125","0.4","0.829","2.51","617","1280","246","0"
2978,"9","20","180","2.222","0.55","0.783","8.25","99","141","12","0"
2979,"13","191","2483","14.692","0.406","0.617","4.71","1007","1532","214","0"
2980,"9","19","171","2.111","0.55","0.86","7.23","94","147","13","0"
2981,"12","72","864","6","0.635","0.94","5.97","549","812","92","0"
2982,"9","124","1116","13.778","0.348","0.722","2.57","388","806","151","0"
2983,"11","184","2024","16.727","0.46","0.796","4.41","931","1611","211","0"
2984,"7","57","399","8.143","0.414","0.797","2.7","165","318","61","0"
2985,"9","83","747","9.222","0.333","0.742","2.93","249","554","85","0"
2986,"1","63","63","63","0.587","1","2.31","37","63","16","0"
2987,"11","20","220","1.818","0.564","0.909","8.27","124","200","15","0"
2988,"16","427","6832","26.688","0.4","0.632","5.56","2736","4316","492","0"
2990,"26","184","4784","7.077","0.773","0.886","16.88","3696","4241","219","0"
2991,"15","121","1815","8.067","0.428","0.761","5.35","776","1381","145","0"
2993,"16","181","2896","11.313","0.4","0.759","5.1","1157","2198","227","0"
2996,"1","28","28","28","0.464","1","2.17","13","28","6","0"
2997,"31","322","9982","10.387","0.689","0.753","16.87","6881","7519","408","0"
2998,"12","20","240","1.667","0.546","0.838","8.19","131","201","16","0"
2999,"11","195","2145","17.727","0.358","0.781","3","768","1676","256","0"
3000,"10","59","590","5.9","0.403","0.792","2.98","238","467","80","0"
3003,"17","96","1632","5.647","0.366","0.675","5.15","597","1101","116","0"
3004,"9","87","783","9.667","0.444","0.962","2.37","348","753","147","0"
3005,"16","389","6224","24.313","0.364","0.569","5.35","2268","3544","424","0"
3006,"16","393","6288","24.563","0.341","0.653","5.13","2145","4103","418","0"
3007,"16","337","5392","21.063","0.369","0.608","5.15","1992","3276","387","0"
3010,"11","87","957","7.909","0.319","0.628","2.65","305","601","115","0"
3012,"16","183","2928","11.438","0.413","0.787","4.81","1208","2305","251","0"
3013,"24","334","8016","13.917","0.894","0.966","14.3","7164","7740","501","0"
3014,"82","314","25748","3.829","0.296","0.502","10.84","7618","12923","703","0"
3015,"9","155","1395","17.222","0.376","0.722","2.53","524","1007","207","0"
3018,"12","216","2592","18","0.507","0.764","5.3","1315","1981","248","0"
3020,"8","94","752","11.75","0.485","0.922","3.07","365","693","119","0"
3021,"8","64","512","8","0.541","0.947","3.85","277","485","72","0"
3022,"9","268","2412","29.778","0.465","0.694","6.3","1122","1675","178","0"
3023,"9","150","1350","16.667","0.284","0.756","1.76","384","1020","218","0"
3024,"7","13","91","1.857","0.78","0.989","7.89","71","90","9","0"
3025,"9","278","2502","30.889","0.258","0.798","1.62","645","1997","398","0"
3026,"8","170","1360","21.25","0.277","0.89","1.6","377","1210","236","0"
3027,"10","268","2680","26.8","0.395","0.59","5.88","1058","1581","180","0"
3030,"7","243","1701","34.714","0.219","0.528","1.62","372","898","230","0"
3032,"17","171","2907","10.059","0.208","0.422","2.42","606","1226","250","0"
3034,"6","48","288","8","0.316","0.965","1.57","91","278","58","0"
3037,"8","113","904","14.125","0.21","0.759","1.41","190","686","135","0"
3038,"5","34","170","6.8","0.141","0.594","1.26","24","101","19","0"
3040,"17","22","374","1.294","0.321","0.406","8.57","120","152","14","0"
3041,"8","117","936","14.625","0.173","0.642","1.3","162","601","125","0"
3042,"6","104","624","17.333","0.234","0.862","1.32","146","538","111","0"
3043,"17","22","374","1.294","0.409","0.757","4.5","153","283","34","0"
3044,"8","231","1848","28.875","0.21","0.543","1.65","389","1003","236","0"
3046,"7","213","1491","30.429","0.235","0.746","1.5","351","1112","234","0"
3047,"77","245","18865","3.182","0.445","0.523","32.67","8396","9871","257","0"
3049,"9","184","1656","20.444","0.214","0.798","1.46","354","1322","242","0"
3050,"9","44","396","4.889","0.341","0.677","2.55","135","268","53","0"
3053,"5","94","470","18.8","0.183","0.798","1.62","86","375","53","0"
3054,"1","18","18","18","0.389","1","3.5","7","18","2","0"
3055,"10","323","3230","32.3","0.198","0.676","1.38","641","2183","465","0"
3056,"6","96","576","16","0.259","0.74","1.69","149","426","88","0"
3059,"9","305","2745","33.889","0.191","0.73","1.4","525","2003","375","0"
3060,"9","331","2979","36.778","0.222","0.69","1.57","661","2056","421","0"
3061,"6","95","570","15.833","0.226","0.933","1.45","129","532","89","0"
3062,"6","96","576","16","0.234","0.668","2.01","135","385","67","0"
